Rok dodania,Ticker,Ticker (Google),Kod ISIN,Kraj lub region inwestycji,Temat inwestycji,Pełna nazwa,Zarządzany przez,Typ,Rok powstania,Rezydentura (domicile),Replikacja,mBank,XTB,DM BOŚ,Opłata roczna,"Aktywa
(mln EUR)",Liczba instrumentów,Waluta funduszu (dywidend),Zabezpieczenie walutowe,Częstotliwość dywidend,DY 2019,DY 2020,DY 2021,DY 2022,DY 2023,DY 2024,Kurs,Waluta,MIN 1R,MAX 1R,NOW/MAX,MIN/MAX
2020,36BZ,FRA:36BZ,IE00BQT3WG13,Chiny,Akcje,ISHARES MSCI CHINA A UCITS ,iShares,Accumulating,2015,Irlandia,Fizyczna,nie,nie,tak,"0,40%",1 846,394,USD,,,,,,,,,,,,,,
2020,XX2D,FRA:DBX9,LU0292109856,Chiny,Akcje,XTRACKERS FTSE CHINA 50 UCITS ETF,Xtrackers,Accumulating,2007,Luksemburg,Fizyczna,nie,tak,nie,"0,35%",109,394,USD,,,,,,,,,,,,,,
2020,XCS6,FRA:XCS6,LU0514695690,Chiny,Akcje,DB XTRACKERS MSCI CHINA UCITS ,Xtrackers,Accumulating,2010,Luksemburg,Fizyczna,tak,tak,tak,"0,65%",1 268,549,USD,,,,,,,,,,,,,,
2020,XCHA,FRA:XCHA,LU0779800910,Chiny,Akcje,DB XTRACKERS CSI300 UCITS ETF,Xtrackers,Accumulating,2012,Luksemburg,Synt.,tak,tak,tak,"0,50%",1 389,,USD,,,,,,,,,,,,,,
2020,RQFI,FRA:RQFI,LU0875160326,Chiny,Akcje,XTRACKERS HARVEST CSI300 UCITS ,Xtrackers,Distributing,2014,Luksemburg,Fizyczna,tak,tak,nie,"0,65%",263,284,USD,,Co 12M,"1,0%","1,5%","1,0%","1,5%","1,6%","1,7%",,,,,,
2025,L4K3,FRA:L4K3,LU1841731745,Chiny,Akcje,AMUNDI MSCI CHINA UCITS ETF ACC,Amundi,Accumulating,2018,Luksemburg,Synt.,nie,tak,nie,"0,29%",580,,USD,,,,,,,,,,,,,,
2025,UBU5,FRA:UBU5,LU2456436083,Chiny,Akcje,XTRACKERS MSCI CHINA UCITS ETF 1D,Xtrackers,Distributing,2022,Luksemburg,Fizyczna,nie,tak,nie,"0,28%",602,549,USD,,Co 12M,,,,,"2,9%","2,5%",,,,,,
2025,FXAC,AMS:FXAC,IE000QOU09J7,Chiny,Akcje - duże spółki,ISHARES CHINA LARGE CAP UCITS ETF USD (ACC),iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,74%",30,50,USD,,,,,,,,,"4,45",EUR,"3,45","4,68","95,1%","73,7%"
2020,FXC,LON:FXC,IE00B02KXK85,Chiny,Akcje - duże spółki,ISHARES CHINA LARGE CAP UCITS ,iShares,Distributing,2004,Irlandia,Fizyczna,tak,nie,nie,"0,74%",1 001,50,USD,,Co 3M,"2,7%","2,5%","1,6%","1,8%","2,08%","3,1%","8 410,00",GBX,6400,8997,"93,5%","71,1%"
2025,IQQC,FRA:IQQC,IE00B02KXK85,Chiny,Akcje - duże spółki,ISHARES CHINA LARGE CAP UCITS ,iShares,Distributing,2004,Irlandia,Fizyczna,nie,tak,nie,"0,74%",1 001,50,USD,,Co 3M,"2,7%","2,5%","1,6%","1,8%","2,08%","3,1%",,,,,,
2020,FXC,AMS:FXC,IE00B02KXK85,Chiny,Akcje - duże spółki,ISHARES CHINA LARGE CAP UCITS ,iShares,Distributing,2004,Irlandia,Fizyczna,nie,nie,tak,"0,74%",1 001,50,USD,,Co 3M,"2,7%","2,5%","1,6%","1,8%","2,08%","3,1%","97,12",EUR,"76,92","102,1","95,1%","75,3%"
2022,CNIE,FRA:CNIE,IE0000H445G8,Chiny,Akcje - factor,VANECK NEW CHINA UCITS ETF A,VanEck,Accumulating,2021,Irlandia,Fizyczna,tak,tak,tak,"0,60%",7,100,USD,,,,,,,,,,,,,,
2024,3CHI,LON:3CHI,XS2472196414,Chiny,Akcje - lev,LEVERAGE SHARES 3X LONG CHINA ETP SECURITIES,Leverage Shares,Accumulating,2022,Jersey,Synt.,nie,nie,tak,"5,55%",,,USD,,,,,,,,,,,,,,
2025,PABW,FRA:PABW,LU2788421340,Chiny,Akcje - małe spółki,XTRACKERS CSI500 SWAP UCITS ETF 1C 1C,Xtrackers,Accumulating,2024,Luksemburg,Synt.,nie,tak,nie,"0,35%",101,,USD,,,,,,,,,,,,,,
2024,LHKG,FRA:LHKG,LU1900067940,Chiny,Akcje - SRI,AMUNDI MSCI CHINA ESG SELECTION EXTRA UCITS ETF DIST,Amundi,Distributing,2023,Luksemburg,Fizyczna,nie,tak,nie,"0,65%",153,167,EUR,,Co 12M,"2,7%","2,2%","1,2%","3,3%","0,1%","2,6%",,,,,,
2025,LCHI,FRA:LCHI,LU1900068914,Chiny,Akcje - SRI,AMUNDI MSCI CHINA ESG SELECTION EXTRA UCITS ETF ACC,Amundi,Accumulating,2005,Luksemburg,Fizyczna,nie,tak,nie,"0,65%",561,167,EUR,,,,,,,,,,,,,,
2020,ASI,EPA:ASI,LU1900068914,Chiny,Akcje - SRI,AMUNDI MSCI CHINA ESG SELECTION EXTRA UCITS ETF ACC,Amundi,Accumulating,2005,Luksemburg,Fizyczna,nie,tak,tak,"0,65%",561,167,EUR,,,,,,,,,"112,70",EUR,"84,9","121,57","92,7%","69,8%"
2025,XDND,FRA:XDND,LU1953188833,Chiny,Akcje - SRI,UBS MSCI CHINA UNIVERSAL UCITS ETF USD DIS,UBS,Distributing,2019,Luksemburg,Fizyczna,nie,tak,nie,"0,30%",382,409,USD,,Co 6M,,,"1,2%","1,6%","1,6%","1,0%",,,,,,
2024,XCTE,FRA:XCTE,LU2376679564,Chiny,Akcje - SRI,XTRACKERS HARVEST MSCI CHINA TECH 100 UCITS ETF 1C 1C,Xtrackers,Accumulating,2022,Luksemburg,Fizyczna,nie,tak,nie,"0,44%",21,102,USD,,,,,,,,,,,,,,
2025,CBUK,FRA:CBUK,IE000NFR7C63,Chiny,Akcje - technologia,ISHARES MSCI CHINA TECH UCITS ETF USD ACCU,iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,tak,"0,45%",1 408,151,USD,,,,,,,,,,,,,,
2021,KWEB,LON:KWEB,IE00BFXR7892,Chiny,Akcje - technologia,KRANESHARES CSI CHINA INTERNET UCITS ETF USD,KraneShares,Accumulating,2018,Irlandia,Fizyczna,tak,tak,tak,"0,75%",512,32,USD,,,,,,,,,"27,05",USD,"19,47","30,89","87,6%","63,0%"
2025,KWBE,FRA:KWBE,IE00BFXR7892,Chiny,Akcje - technologia,KRANESHARES CSI CHINA INTERNET UCITS ETF USD,KraneShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,nie,"0,75%",512,32,USD,,,,,,,,,,,,,,
2025,KWBE,LON:KWBE,IE00BFXR7900,Chiny,Akcje - technologia,KRANESHARES CSI CHINA INTERNET UCITS ETF EUR,KraneShares,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,75%",164,32,EUR,,,,,,,,,"16,26",EUR,"12,91","18,51","87,8%","69,7%"
2025,MCTS,LON:MCTS,IE00BM8QS095,Chiny,Akcje - technologia,INVESCO MSCI CHINA TECHNOLOGY ALL SHARES STOCK CONNECT UCITS ETF ACC,Invesco,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,49%",123,100,USD,,,,,,,,,"2 474,00",GBX,1800,"2782,5","88,9%","64,7%"
2025,KWBP,LON:KWBP,IE00BMW13836,Chiny,Akcje - technologia,KRANESHARES CSI CHINA INTERNET UCITS ETF GBP,KraneShares,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,75%",36,32,GBP,,,,,,,,,"15,61",GBP,"12,21","17,88","87,3%","68,3%"
2025,CHTE,LON:CHTE,LU2265794276,Chiny,Akcje - technologia,UBS SOLACTIVE CHINA TECHNOLOGY UCITS ETF USD ACC,UBS,Accumulating,2021,Luksemburg,Fizyczna,nie,tak,nie,"0,47%",130,95,USD,,,,,,,,,"644,30",GBX,"456,35","767,4","84,0%","59,5%"
2024,UIC2,FRA:UIC2,LU2265794276,Chiny,Akcje - technologia,UBS SOLACTIVE CHINA TECHNOLOGY UCITS ETF USD ACC,UBS,Accumulating,2021,Luksemburg,Fizyczna,nie,nie,tak,"0,47%",130,95,USD,,,,,,,,,,,,,,
2025,CAUT,FRA:CAUT,IE00094FRAA6,Chiny,Akcje - tematyczne,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY UCITS ETF EM,Global X,Accumulating,2022,Irlandia,Fizyczna,nie,nie,tak,"0,68%",0,,USD,,,,,,,,,,,,,,
2020,ICGB,FRA:ICGB,IE00BYPC1H27,Chiny,Obligacje skarbowe,ISHARES CHINA CNY BOND UCITS ETF USD,iShares,Distributing,2019,Irlandia,Fizyczna,tak,nie,tak,"0,35%",360,89,USD,,Co 6M,"2,4%","2,7%","2,9%","2,6%","2,4%","2,4%",,,,,,
2020,CNYB,FRA:CNYB,IE00BYPC1H27,Chiny,Obligacje skarbowe,ISHARES CHINA CNY BOND UCITS ETF USD,iShares,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,35%",360,89,USD,,Co 6M,"2,4%","2,7%","2,9%","2,6%","2,4%","2,4%",,,,,,
2023,CGB,FRA:CGB,LU1094612022,Chiny,Obligacje skarbowe,XTRACKERS II HARVEST CHINA GOVERNMENT BOND UCITS ETF,Xtrackers,Distributing,2015,Luksemburg,Fizyczna,nie,tak,tak,"0,20%",20,92,USD,,Co 12M,"2,7%","2,2%","2,7%","3,9%","2,7%","2,5%",,,,,,
2020,SXXPIEX,FRA:EXSA,DE0002635307,Europa,Akcje,ISHARES CORE DAX UCITS ,iShares,Distributing,2004,Niemcy,Fizyczna,tak,tak,tak,"0,20%",8 033,600,EUR,,Co 3M,"3,6%","1,8%","2,7%","2,4%","3,0%","3,0%",,,,,,
2020,SX5EEX,FRA:EXW1,DE0005933956,Europa,Akcje,ISHARES EURO STOXX 50 UCITS ,iShares,Distributing,2000,Niemcy,Fizyczna,tak,tak,tak,"0,09%",8 075,50,EUR,,Co 3M,"3,6%","1,9%","3,0%","2,4%","3,4%","3,1%",,,,,,
2020,SXXEEX,FRA:EXSI,DE000A0D8Q07,Europa,Akcje,ISHARES EURO STOXX UCITS ,iShares,Distributing,2005,Niemcy,Fizyczna,tak,tak,tak,"0,20%",2 543,298,EUR,,Co 3M,"2,5%","1,6%","3,3%","2,3%","3,1%","2,9%",,,,,,
2025,EXIE,FRA:EXIE,DE000A2QP4B6,Europa,Akcje,ISHARES STOXX EUROPE 600 UCITS ETF (DE) EUR (ACC),iShares,Accumulating,2023,Niemcy,Fizyczna,nie,tak,nie,"0,20%",735,600,EUR,,,,,,,,,,,,,,
2025,ETFSX5E,FRA:ETFSX5E,DE000ETFL029,Europa,Akcje,DEKA EURO STOXX 50 UCITS ETF,Deka ETFs,Distributing,2008,Niemcy,Fizyczna,nie,tak,nie,"0,15%",1 025,50,EUR,,Co 3M,,,"2,7%","2,5%","3,3%","3,0%",,,,,,
2025,EUN8,FRA:EUN8,DE000ETFL250,Europa,Akcje,DEKA STOXX EUROPE 50® UCITS ETF,Deka ETFs,Distributing,2009,Niemcy,Fizyczna,nie,tak,nie,"0,19%",116,50,EUR,,Co 3M,,,"3,0%","2,7%","2,9%","3,1%",,,,,,
2025,ETFEUAC,FRA:ETFEUAC,DE000ETFL284,Europa,Akcje,DEKA MSCI EUROPE UCITS ETF,Deka ETFs,Distributing,2009,Niemcy,Fizyczna,nie,tak,nie,"0,30%",1 090,402,EUR,,Co 3M,,,"2,5%","2,5%","2,9%","2,8%",,,,,,
2025,LYSX,FRA:LYSX,FR0007054358,Europa,Akcje,AMUNDI EURO STOXX 50 (DR) UCITS ETF   ,Amundi,Accumulating,2001,Francja,Fizyczna,nie,tak,nie,"0,20%",3 640,54,EUR,,,,,,,,,,,,,,
2020,MSE,EPA:MSE,FR0007054358,Europa,Akcje,AMUNDI EURO STOXX 50 (DR) UCITS ETF   ,Amundi,Accumulating,2001,Francja,Fizyczna,nie,tak,nie,"0,20%",3 640,54,EUR,,,,,,,,,"65,95",EUR,"49,53",66,"99,9%","75,0%"
2025,LYY5,FRA:LYY5,FR0010261198,Europa,Akcje,AMUNDI MSCI EUROPE UCITS ETF - ACC,Amundi,Accumulating,2006,Francja,Fizyczna,nie,tak,nie,"0,25%",739,405,EUR,,,,,,,,,,,,,,
2023,MEU,EPA:MEU,FR0010261198,Europa,Akcje,AMUNDI MSCI EUROPE UCITS ETF - ACC,Amundi,Accumulating,2006,Francja,Fizyczna,nie,tak,tak,"0,25%",739,405,EUR,,,,,,,,,"225,10",EUR,"170,52","224,7","100,2%","75,9%"
2025,EMND,FRA:EMND,FR0010790980,Europa,Akcje,AMUNDI STOXX EUROPE 50 UCITS ETF,Amundi,Accumulating,2009,Francja,Synt.,nie,tak,nie,"0,15%",601,,EUR,,,,,,,,,,,,,,
2025,JMBE,FRA:JMBE,FR0011550193,Europa,Akcje,BNP PARIBAS EASY STOXX EUROPE 600 UCITS ETF,BNP Paribas,Accumulating,2013,Francja,Synt.,nie,tak,nie,"0,18%",1 005,,EUR,,,,,,,,,,,,,,
2025,ETZD,EPA:ETZD,FR0011550672,Europa,Akcje,BNP PARIBAS EASY STOXX EUROPE 600 UCITS ETF,BNP Paribas,Distributing,2013,Francja,Synt.,nie,tak,nie,"0,18%",204,,EUR,,Co 12M,,,"0,9%","0,8%","0,9%","0,8%","17,46",EUR,"13,28","17,47","99,9%","76,0%"
2025,MSEX,LON:MSEX,FR0012399772,Europa,Akcje,AMUNDI EURO STOXX 50 II UCITS ETF GBP HEDGED ACC,Amundi,Accumulating,2015,Francja,Fizyczna,nie,tak,nie,"0,20%",53,54,GBP,tak,,,,,,,,"26 170,00",GBX,19218,26170,"100,0%","73,4%"
2025,ETDD,EPA:ETDD,FR0012739431,Europa,Akcje,BNP PARIBAS EASY EURO STOXX 50 UCITS ETF EUR C ,BNP Paribas,Accumulating,2015,Francja,Fizyczna,nie,tak,nie,"0,10%",546,50,EUR,,,,,,,,,"19,07",EUR,"14,31","19,08","99,9%","75,0%"
2020,ETDD,EPA:ETDD,FR0012739431,Europa,Akcje,BNP PARIBAS EASY EURO STOXX 50 UCITS ETF EUR C ,BNP Paribas,Accumulating,2015,Francja,Fizyczna,nie,tak,nie,"0,10%",546,50,EUR,,,,,,,,,"19,07",EUR,"14,31","19,08","99,9%","75,0%"
2025,ETBB,FRA:ETBB,FR0012740983,Europa,Akcje,BNP PARIBAS EASY EURO STOXX 50 UCITS ETF,BNP Paribas,Distributing,2015,Francja,Fizyczna,nie,tak,nie,"0,10%",274,50,EUR,,Co 12M,,,"2,3%","2,4%","3,5%","3,2%",,,,,,
2020,EUN,LON:EUN,IE0008470928,Europa,Akcje,ISHARES STOXX EUROPE 50 UCITS ,iShares,Distributing,2000,Irlandia,Fizyczna,tak,nie,nie,"0,35%",656,51,EUR,,Co 3M,"3,7%","2,2%","2,7%","2,5%","2,9%","2,8%","4 412,50",GBX,3410,"4431,5","99,6%","76,9%"
2025,EUNA,AMS:EUNA,IE0008470928,Europa,Akcje,ISHARES STOXX EUROPE 50 UCITS ,iShares,Distributing,2000,Irlandia,Fizyczna,nie,tak,nie,"0,35%",656,51,EUR,,Co 3M,"3,7%","2,2%","2,7%","2,5%","2,9%","2,8%",,,,,,
2020,EUN2,FRA:EUN2,IE0008471009,Europa,Akcje,ISHARES EURO STOXX 50 UCITS ,iShares,Distributing,2000,Irlandia,Fizyczna,tak,tak,nie,"0,10%",4 576,51,EUR,,Co 3M,"3,8%","2,0%","2,5%","2,6%","3,6%","3,3%",,,,,,
2020,EUEA,AMS:EUEA,IE0008471009,Europa,Akcje,ISHARES EURO STOXX 50 UCITS,iShares,Distributing,2000,Irlandia,Fizyczna,nie,nie,tak,"0,10%",4 576,51,EUR,,Co 3M,"3,8%","2,0%","2,5%","2,6%","3,6%","3,3%","60,25",EUR,"46,3","60,26","100,0%","76,8%"
2025,CEBZ,FRA:CEBZ,IE000MAO75G5,Europa,Akcje,ISHARES CORE MSCI EUROPE UCITS ETF EUR (ACC),iShares,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,12%",1 114,403,EUR,,,,,,,,,,,,,,
2025,H4ZZ,FRA:H4ZZ,IE000MWUQBJ0,Europa,Akcje,HSBC EURO STOXX 50 UCITS ETF,HSBC,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,05%",262,50,EUR,,,,,,,,,,,,,,
2020,IEUX,LON:IEUX,IE00B14X4N27,Europa,Akcje,ISHARES MSCI EUROPE EXUK UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,tak,nie,nie,"0,40%",1 331,329,EUR,,Co 3M,"2,9%","1,4%","2,0%","2,0%","2,7%","2,5%","4 472,50",GBX,"3415,5",4496,"99,5%","76,0%"
2025,IQQU,FRA:IQQU,IE00B14X4N27,Europa,Akcje,ISHARES MSCI EUROPE EXUK UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,nie,tak,nie,"0,40%",1 331,329,EUR,,Co 3M,"2,9%","1,4%","2,0%","2,0%","2,7%","2,5%",,,,,,
2020,IMEU,LON:IMEU,IE00B1YZSC51,Europa,Akcje,ISHARES MSCI EUROPE UCITS ,iShares,Distributing,2007,Irlandia,Fizyczna,tak,tak,nie,"0,12%",9 227,403,EUR,,Co 3M,"3,7%","2,0%","2,8%","2,6%","3,2%","3,0%","3 237,50",GBX,2456,3243,"99,8%","75,7%"
2020,IQQY,FRA:IQQY,IE00B1YZSC51,Europa,Akcje,ISHARES MSCI EUROPE UCITS ,iShares,Distributing,2007,Irlandia,Fizyczna,nie,nie,tak,"0,12%",9 227,403,EUR,,Co 3M,"3,7%","2,0%","2,8%","2,6%","3,2%","3,0%",,,,,,
2020,SMEA,LON:SMEA,IE00B4K48X80,Europa,Akcje,ISHARES MSCI EUROPE UCITS ,iShares,Accumulating,2009,Irlandia,Fizyczna,tak,nie,nie,"0,12%",11 968,403,EUR,,,,,,,,,"8 274,64",GBX,6026,8282,"99,9%","72,8%"
2020,EUNK,FRA:EUNK,IE00B4K48X80,Europa,Akcje,ISHARES MSCI EUROPE UCITS ,iShares,Accumulating,2009,Irlandia,Fizyczna,nie,tak,tak,"0,12%",11 968,403,EUR,,,,,,,,,,,,,,
2020,IMAE,AMS:IMAE,IE00B4K48X80,Europa,Akcje,ISHARES MSCI EUROPE UCITS ,iShares,Accumulating,2009,Irlandia,Fizyczna,nie,tak,nie,"0,12%",11 968,403,EUR,,,,,,,,,"95,41",EUR,"72,16","95,42","100,0%","75,6%"
2025,A4H8,FRA:A4H8,IE00B4K6B022,Europa,Akcje,HSBC EURO STOXX 50 UCITS ETF EUR,HSBC,Distributing,2009,Irlandia,Fizyczna,nie,tak,nie,"0,05%",1 206,50,EUR,,Co 6M,,,"2,4%","2,6%","3,5%","3,1%",,,,,,
2020,SXRT,FRA:SXRT,IE00B53L3W79,Europa,Akcje,ISHARES CORE EURO STOXX 50 UCITS ETF EUR ,iShares,Accumulating,2010,Irlandia,Fizyczna,nie,tak,nie,"0,10%",5 604,51,EUR,,,,,,,,,,,,,,
2020,CEU1,LON:CEU1,IE00B53QG562,Europa,Akcje,ISHARES CORE MSCI EMU UCITS ETF EUR ,iShares,Accumulating,2010,Irlandia,Fizyczna,nie,tak,nie,"0,12%",5 125,220,EUR,,,,,,,,,"19 332,00",GBX,13960,19374,"99,8%","72,1%"
2025,SXR7,FRA:SXR7,IE00B53QG562,Europa,Akcje,ISHARES CORE MSCI EMU UCITS ETF EUR ,iShares,Accumulating,2010,Irlandia,Fizyczna,nie,tak,nie,"0,12%",5 125,220,EUR,,,,,,,,,,,,,,
2020,CEMU,AMS:CEMU,IE00B53QG562,Europa,Akcje,ISHARES CORE MSCI EMU UCITS ETF EUR ,iShares,Accumulating,2010,Irlandia,Fizyczna,nie,nie,tak,"0,12%",5 125,220,EUR,,,,,,,,,"222,97",EUR,"164,72","222,81","100,1%","73,9%"
2025,SDJE5D,FRA:SDJE5D,IE00B5B5TG76,Europa,Akcje,INVESCO EURO STOXX 50 UCITS ETF DIST,Invesco,Distributing,2009,Irlandia,Synt.,nie,tak,nie,"0,05%",47,,EUR,,Co 6M,,,"3,0%","2,7%","3,8%","3,6%",,,,,,
2025,H4ZE,FRA:H4ZE,IE00B5BD5K76,Europa,Akcje,HSBC MSCI EUROPE UCITS ETF EUR,HSBC,Distributing,2010,Irlandia,Fizyczna,nie,tak,nie,"0,10%",290,402,EUR,,Co 6M,,,"2,6%","2,7%","3,2%","3,0%",,,,,,
2025,SDJ600,FRA:SDJ600,IE00B60SWW18,Europa,Akcje,INVESCO STOXX EUROPE 600 UCITS ETF,Invesco,Accumulating,2009,Irlandia,Synt.,nie,tak,nie,"0,19%",561,,EUR,,,,,,,,,,,,,,
2025,SDJE50,FRA:SDJE50,IE00B60SWX25,Europa,Akcje,INVESCO EURO STOXX 50 UCITS ETF,Invesco,Accumulating,2009,Irlandia,Synt.,nie,tak,nie,"0,05%",1 006,,EUR,,,,,,,,,,,,,,
2020,SMSEUR,FRA:SC0E,IE00B60SWY32,Europa,Akcje,SOURCE MSCI EUROPE UCITS ,Invesco,Accumulating,2009,Irlandia,Synt.,tak,tak,nie,"0,19%",57,,EUR,,,,,,,,,,,,,,
2021,ZPRE,FRA:ZPRE,IE00B910VR50,Europa,Akcje,SPDR MSCI EMU UCITS ETF ,SPDR,Accumulating,2013,Irlandia,Fizyczna,nie,tak,tak,"0,18%",270,219,EUR,,,,,,,,,,,,,,
2020,VEUR,LON:VEUR,IE00B945VV12,Europa,Akcje,VANGUARD FTSE DEVELOPED EUROPE UCITS,Vanguard,Distributing,2013,Irlandia,Fizyczna,tak,nie,nie,"0,10%",3 779,522,EUR,,Co 3M,"4,0%","2,1%","3,2%","2,9%","3,4%","3,3%","40,28",GBP,"30,6","40,38","99,8%","75,8%"
2023,VGEU,FRA:VGEU,IE00B945VV12,Europa,Akcje,VANGUARD FTSE DEVELOPED EUROPE UCITS,Vanguard,Distributing,2013,Irlandia,Fizyczna,nie,tak,tak,"0,10%",3 779,522,EUR,,Co 3M,"4,0%","2,1%","3,2%","2,9%","3,4%","3,3%",,,,,,
2024,CEUG,LON:CEUG,IE00BG0J9Y53,Europa,Akcje,ISHARES MSCI EMU UCITS ETF GBP HEDGED (DIST),iShares,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,12%",773,220,GBP,tak,Co 3M,"3,9%","1,7%","2,2%","2,5%","3,2%","3,1%","8,65",GBP,"6,42","8,65","100,0%","74,2%"
2025,AW1R,FRA:AW1R,IE00BGV5VM45,Europa,Akcje,XTRACKERS S&P EUROPE EX UK UCITS ETF,Xtrackers,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,09%",500,311,EUR,,Co 3M,,,"1,7%","4,0%","3,0%","2,9%",,,,,,
2025,VWCG,LON:VWCG,IE00BK5BQX27,Europa,Akcje,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF,Vanguard,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,10%",1 726,522,EUR,,,,,,,,,"64,04",USD,"45,44","64,04","100,0%","71,0%"
2020,VWCG,FRA:VWCG,IE00BK5BQX27,Europa,Akcje,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF,Vanguard,Accumulating,2019,Irlandia,Fizyczna,tak,tak,tak,"0,10%",1 726,522,EUR,,,,,,,,,,,,,,
2025,VERE,FRA:VERE,IE00BK5BQY34,Europa,Akcje,"VANGUARD FTSE DVLP EURP EXUK UCITS ETF EUR DIS (ACC, EUR)",Vanguard,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,10%",960,422,EUR,,,,,,,,,,,,,,
2025,CEUU,AMS:CEUU,IE00BKBF6616,Europa,Akcje,ISHARES CORE MSCI EMU UCITS ETF USD HEDGED (ACC),iShares,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,15%",603,220,USD,tak,,,,,,,,"11,31",USD,"8,19","11,34","99,7%","72,2%"
2025,XUTD,FRA:XUTD,IE00BKWQ0Q14,Europa,Akcje,SPDR MSCI EUROPE UCITS ETF,SPDR,Accumulating,2014,Irlandia,Fizyczna,nie,tak,nie,"0,25%",302,402,EUR,,,,,,,,,,,,,,
2020,VERX,AMS:VERX,IE00BKX55S42,Europa,Akcje,VANGUARD FTSE DEVELOPED EUROPE EX UK UCITS ETF EUR,Vanguard,Distributing,2014,Irlandia,Fizyczna,nie,nie,tak,"0,10%",3 010,422,EUR,,Co 3M,"3,5%","2,0%","2,8%","2,6%","3,2%","3,0%","46,65",EUR,"36,05","46,65","100,0%","77,3%"
2025,EUXS,LON:EUXS,IE00BVDPJP67,Europa,Akcje,ISHARES MSCI EUROPE EX-UK GBP HEDGED UCITS ETF,iShares,Distributing,2015,Irlandia,Fizyczna,nie,tak,nie,"0,40%",179,329,GBP,tak,Co 3M,,,"1,9%","2,0%","2,7%","2,5%","868,50",GBX,"659,8","868,9","100,0%","75,9%"
2025,MXUK,FRA:MXUK,IE00BYX5K108,Europa,Akcje,INVESCO MSCI EUROPE EX-UK UCITS ETF,Invesco,Accumulating,2017,Irlandia,Synt.,nie,tak,nie,"0,20%",41,,EUR,,,,,,,,,,,,,,
2025,UIM1,FRA:UIM1,LU0136234068,Europa,Akcje,UBS EURO STOXX 50 UCITS ETF EUR DIS,UBS,Distributing,2001,Luksemburg,Fizyczna,nie,tak,nie,"0,09%",580,50,EUR,,Co 6M,,,"2,3%","2,6%","3,4%","3,3%",,,,,,
2025,E50EUA,FRA:E50EUA,LU0136234068,Europa,Akcje,UBS EURO STOXX 50 UCITS ETF EUR DIS,UBS,Distributing,2001,Luksemburg,Fizyczna,nie,tak,nie,"0,09%",580,50,EUR,,Co 6M,,,"2,3%","2,6%","3,4%","3,3%",,,,,,
2025,EMUEUA,FRA:EMUEUA,LU0147308422,Europa,Akcje,UBS CORE MSCI EMU UCITS ETF EUR DIS,UBS,Distributing,2002,Luksemburg,Fizyczna,nie,tak,nie,"0,12%",1 428,219,EUR,,Co 6M,,,"2,2%","2,4%","3,1%","2,9%",,,,,,
2020,XMED,LON:XMED,LU0274209237,Europa,Akcje,DB XTRACKERS EUROPE INDEX UCITS ,Xtrackers,Accumulating,2007,Luksemburg,Fizyczna,nie,nie,tak,"0,12%",5 904,400,USD,,,,,,,,,"127,40",USD,90,"127,4","100,0%","70,6%"
2020,XMEU,FRA:XMEU,LU0274209237,Europa,Akcje,DB XTRACKERS EUROPE INDEX UCITS ,Xtrackers,Accumulating,2007,Luksemburg,Fizyczna,tak,tak,nie,"0,12%",5 904,400,USD,,,,,,,,,,,,,,
2020,XESX,FRA:XESX,LU0274211217,Europa,Akcje,DB XTRACKERS EURO STOXX 50 UCITS ,Xtrackers,Distributing,2007,Luksemburg,Fizyczna,tak,tak,nie,"0,09%",5 000,50,EUR,,Co 3M,"3,0%","2,7%","2,0%","4,4%","3,6%","3,4%",,,,,,
2020,XSX6,FRA:XSX6,LU0328475792,Europa,Akcje,DB XTRACKERS STOXX EUROPE 600 UCITS ,Xtrackers,Accumulating,2009,Luksemburg,Fizyczna,tak,tak,tak,"0,20%",3 179,603,EUR,,,,,,,,,,,,,,
2020,XESC,FRA:XESC,LU0380865021,Europa,Akcje,DB XTRACKERS EURO STOXX 50 UCITS ,Xtrackers,Accumulating,2008,Luksemburg,Fizyczna,tak,tak,tak,"0,09%",5 112,50,EUR,,,,,,,,,,,,,,
